WorkerID,CurrentCompany,CurrentRole,IsTempProfile,WorkerJobSearchStatus,ConnectionPipelineStatus,ProfileAddedAt,ProfileAddedBy,TalentCommunitySource,TalentPoolCount,StarRating,State,Country,Economic Region,Population (2020),Coastline(WRI)(km),Coast/Area Ratio (WRI) (m/km2),Happiness Report,GWP Per Capita (2020),City,Postcode,RecruiterMessage,WorkerMessage,TotalResponseRate,LastCommunicatedAt,LastCommunicatedBy,CvStrength,ExperienceYears,Company
4668120,,,FALSE,,Community,,,Careers Website,,FourStarReview,,,,,,,,,,,1,,0,7/16/2021 12:35,christina@myachts.team,0,,myCrew
4667280,,,FALSE,,Community,,,Careers Website,,FourStarReview,,,,,,,,,,,,,,,,25,,myCrew
4663271,,,FALSE,,Community,,,Careers Website,,TwoStarReview,,,,,,,,,,,2,,0,7/16/2021 11:12,christina@myachts.team,10,,myCrew
4661000,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,,,,,,,,,,1,1,1,6/9/2021 11:37,christina@myachts.team,0,,myCrew
4657723,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,,,,,,,,,,1,,0,7/16/2021 10:34,christina@myachts.team,10,,myCrew
4657383,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,,,,,,,,,,2,,0,7/16/2021 11:12,christina@myachts.team,10,,myCrew
4653850,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,,,,,,,,,,1,,0,6/9/2021 11:01,christina@myachts.team,10,,myCrew
4650270,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,,,,,,,,,,1,,0,7/16/2021 11:43,christina@myachts.team,35,,myCrew
4643563,,,FALSE,,Community,,,LinkedIn,,OneStarReview,,,,,,,,,,,2,,0,7/16/2021 11:34,christina@myachts.team,10,,myCrew
4640806,,,FALSE,,Community,,,LinkedIn,,OneStarReview,,,,,,,,,,,1,,0,7/16/2021 10:28,christina@myachts.team,10,,myCrew
4639263,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,,,,,,,,,,2,,0,7/16/2021 11:05,christina@myachts.team,10,,myCrew
4638147,,,FALSE,,Community,,,Careers Website,,OneStarReview,,,,,,,,,,,1,,0,7/16/2021 12:51,christina@myachts.team,25,,myCrew
4636809,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4628543,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4626908,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4625691,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4609608,,,FALSE,,Community,,,Careers Website,,OneStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4606044,"M/Y ""TIME OUT I""   32M",CAPTAIN CONTRACT,FALSE,Available Now,Talent Pool,,,LinkedIn,1,FourStarReview,,,,,,,,,,,1,1,0,6/6/2022 13:17,christina@myachts.team,100,14,myCrew
4602286,,,FALSE,,Community,,,my-crew.com,,FourStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4601476,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4594899,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4589099,,,FALSE,,Community,,,Careers Website,,FiveStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4582439,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4581602,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,,,,,,,,,,4,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4581264,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4579368,,,FALSE,,Community,,,Careers Website,,FourStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4579011,Seadream Yacht Club,Chief Officer - SeaDream Yacht Club,FALSE,,Community,,,LinkedIn,,FiveStarReview,,,,,,,,,,,3,1,333.333.333,6/6/2022 13:43,christina@myachts.team,50,,myCrew
4577596,,,FALSE,,Community,,,Careers Website,,FourStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4575003,,,FALSE,,Community,,,Careers Website,,FiveStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4571713,,,FALSE,,Community,,,Careers Website,,FiveStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4571710,,,FALSE,,Community,,,fr.linkedin.com,,TwoStarReview,,,,,,,,,,,4,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4568984,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,,,,,,,,,,,2,,0,6/6/2022 13:43,christina@myachts.team,25,,myCrew
4568590,,,FALSE,,Community,,,Careers Website,,FiveStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4565538,,,FALSE,,Community,,,my-crew.com,,FourStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,25,,myCrew
4564163,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4562507,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4562420,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4562255,,Mate/Deckhand,FALSE,,Talent Pool,,,LinkedIn,1,ThreeStarReview,,,,,,,,,,,1,,0,6/6/2022 13:43,christina@myachts.team,50,3,myCrew
4559235,,,FALSE,,Community,,,LinkedIn,,OneStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4558426,,,FALSE,,Community,,,Careers Website,,FiveStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4558150,Etihad Airways,Senior Cabin Crew,FALSE,,Community,,,LinkedIn,,OneStarReview,,,,,,,,,,,1,,0,6/6/2022 13:43,christina@myachts.team,50,13,myCrew
4556043,,,FALSE,,Community,,,Careers Website,,FourStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4552369,,,FALSE,,Community,,,Careers Website,,ThreeStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4550278,,,FALSE,,Community,,,Careers Website,,FiveStarReview,,,,,,,,,,,6,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4548298,,,FALSE,,Talent Pool,,,LinkedIn,1,ThreeStarReview,,,,,,,,,,,4,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4546401,,,FALSE,Open to Offers,Community,,,LinkedIn,,FourStarReview,,,,,,,,,,,4,,0,6/6/2022 13:47,christina@myachts.team,30,,myCrew
4543014,,,FALSE,,Community,,,Careers Website,,TwoStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4542711,,,FALSE,,Community,,,Careers Website,,TwoStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4539513,,,FALSE,,Community,,,Careers Website,,FourStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4538053,,,FALSE,,Community,,,,,TwoStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4537685,,,FALSE,,Community,,,,,TwoStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4536416,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,25,,myCrew
4535407,,,FALSE,,Community,,,Careers Website,,FourStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4533869,,,FALSE,,Community,,,LinkedIn,,OneStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4533293,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4532592,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,35,,myCrew
4532468,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4527595,,,FALSE,,Community,,,Careers Website,,TwoStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4527564,,,FALSE,,Community,,,my-crew.com,,OneStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4527550,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4527189,,,FALSE,,Community,,,Careers Website,,OneStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4527115,,,FALSE,,Community,,,Careers Website,,FourStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4526940,,,FALSE,,Community,,,LinkedIn,,OneStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4526676,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4526501,,,FALSE,,Community,,,Careers Website,,TwoStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,35,,myCrew
4525926,,,FALSE,,Community,,,Careers Website,,FiveStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4522829,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4522480,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4520873,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4520704,,,FALSE,,Community,,,Careers Website,,ThreeStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4520638,,,FALSE,,Community,,,Careers Website,,TwoStarReview,,,,,,,,,,,4,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4519903,,,FALSE,,Community,,,Careers Website,,TwoStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4519561,Metrojet Ltd,"Manager, Cabin Services & Corporate Administration",FALSE,Open to Offers,Community,,,Careers Website,,TwoStarReview,,,,,,,,,,,1,,0,6/6/2022 13:28,christina@myachts.team,55,11,myCrew
4517627,,,FALSE,,Community,,,Careers Website,,TwoStarReview,,,,,,,,,,,2,,0,6/6/2022 13:46,christina@myachts.team,30,,myCrew
4517345,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4517109,,,FALSE,,Community,,,LinkedIn,,OneStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4517071,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,,,,,,,,,,,3,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4515089,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4501955,,,FALSE,,Community,,,LinkedIn,,OneStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4488828,,,FALSE,,Community,,,Careers Website,,TwoStarReview,,,,,,,,,,,4,,0,6/6/2022 13:47,christina@myachts.team,35,,myCrew
4488277,Swire Pacific Offshore,Marine Captain,FALSE,,Community,,,LinkedIn,,TwoStarReview,,,,,,,,,,,3,1,333.333.333,6/6/2022 13:28,christina@myachts.team,60,10,myCrew
4484710,,,FALSE,,Community,,,Careers Website,,FourStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4371942,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,,,,,,,,,,2,,0,6/6/2022 13:47,christina@myachts.team,10,,myCrew
4173781,,,FALSE,,Talent Pool,,,Job Share Link,2,FourStarReview,,,,,,,,,,,3,,0,6/6/2022 13:46,christina@myachts.team,25,,myCrew
4044065,,,FALSE,,Community,,,Careers Website,,FiveStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
4030961,,,FALSE,,Community,,,Google,,ThreeStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
3229754,,,FALSE,,Community,,,Careers Website,,OneStarReview,,,,,,,,,,,1,,0,6/6/2022 13:47,christina@myachts.team,0,,myCrew
7366408,ML and Sons,Chef de prtie,FALSE,,Community,,,Google,,FiveStarReview,,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",,,,,,,,40,,myCrew
7334125,CMA CGM SHIPS,Chief cook,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,WP,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",Colombo,,,,,,,30,,myCrew
7203895,"Restaurant ""Christian for friends""","Chef, Co-owner",FALSE,,Community,,,LinkedIn,,TwoStarReview,,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",Moscow,,,,,,,50,23,myCrew
7051177,,TUG master,FALSE,,Community,,,LinkedIn,,FiveStarReview,WP,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",Gampaha,,,,,,,35,12,myCrew
7046892,,"Waiter captain, b assistant manager",FALSE,,Community,,,Careers Website,,TwoStarReview,,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",Panadura,,,,,,,50,6,myCrew
6913399,Blgo,Housekeeping attendant,FALSE,,Community,,,LinkedIn,,ThreeStarReview,CP,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",Kandy,,,,,,,40,,myCrew
6836551,Swire shipping,Deck cadet/ deck hand,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",,,,,,,,65,5,myCrew
6782303,Airline,Senior flight attendant,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",,,,,,,,55,12,myCrew
6782142,,Office manager,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",Moscow,,,,,,,65,3,myCrew
6715362,,,FALSE,,Community,,,Careers Website,,ThreeStarReview,Tiền Giang,Vietnam,APAC,"97.338.579,00","11.409,00","36,80","5,175","2.785,72",Tam Hiệp,84000,,,,,,30,,myCrew
6690818,Moon River Chinese Seafood Restaurant,Chef,FALSE,Available Now,Community,,,LinkedIn,,OneStarReview,,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",Colombo,,,,,,,100,11,myCrew
6648155,Imperial Yachts,Chief Officer @ 55m M/Y,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",Saint Petersburg,,,,,,,40,,myCrew
6474638,No,Looking for a job,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,Пермский край,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",Пермь,,1,,0,6/6/2022 13:09,christina@myachts.team,85,7,myCrew
6453111,,Head Chef/Catering,FALSE,Open to Offers,Community,,,Indeed,,FiveStarReview,,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",,,1,1,1,6/6/2022 13:09,christina@myachts.team,100,28,myCrew
6294499,,Deckhand,FALSE,Available Now,Talent Pool,,,LinkedIn,3,FourStarReview,WP,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",Colombo,,1,,0,6/6/2022 13:09,christina@myachts.team,80,,myCrew
5645222,Royal Caribbean Int.,Barserver,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",Москва,,1,,0,6/6/2022 13:35,christina@myachts.team,45,8,myCrew
4984090,SEASPAN SHIP MANAGEMENT LTD,"Chief Cook, Sous Chef",FALSE,,Talent Pool,,,LinkedIn,1,FourStarReview,,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",Hettipola,,1,,0,6/6/2022 13:17,christina@myachts.team,70,7,myCrew
4982453,,,FALSE,,Talent Pool,,,LinkedIn,1,ThreeStarReview,,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",Moscow,,1,,0,6/6/2022 13:09,christina@myachts.team,60,8,myCrew
4914385,POSEIDON EXPEDITIONS - polar cruise expeditions company,"operator, Deputy General Director",FALSE,,In Progress,,,LinkedIn,,TwoStarReview,,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",Moscow,,1,,0,6/6/2022 13:17,christina@myachts.team,65,14,myCrew
4740273,Danang,General Manager,FALSE,,Community,,,LinkedIn,,FourStarReview,Ho Chi Minh City,Vietnam,APAC,"97.338.579,00","11.409,00","36,80","5,175","2.785,72",Ho Chi Minh City,,1,,0,6/6/2022 13:17,christina@myachts.team,60,10,myCrew
4736150,"ORCA Crewing, Netherlands",Master,FALSE,,Community,,,LinkedIn,,TwoStarReview,Krasnodar Krai,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",Novorossiysk,,1,,0,6/6/2022 13:17,christina@myachts.team,55,1,myCrew
4667166,Kazbar,Intern,FALSE,,Community,,,mc.linkedin.com,,ThreeStarReview,WP,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",Colombo,,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4656778,"SET Engineering Group Co., Ltd","Project Director, Consultant",FALSE,,Community,,,LinkedIn,,TwoStarReview,Yangon,Myanmar (Burma),APAC,"54.409.800,00","14.708,00","22,50","4,360","1.467,60",,,1,,0,6/6/2022 13:23,christina@myachts.team,60,25,myCrew
4654723,no,sochi,FALSE,,Community,,,Careers Website,,ThreeStarReview,Krasnodar Krai,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",Sochi,,3,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4612322,,,FALSE,,Community,,,mc.linkedin.com,,TwoStarReview,WP,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",Colombo,,1,,0,6/9/2021 11:42,christina@myachts.team,25,,myCrew
4589326,Voronin Arctic Maritime Institute,Director,FALSE,,Community,,,LinkedIn,,OneStarReview,,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",Arkhangelsk,,1,,0,6/6/2022 13:23,christina@myachts.team,65,29,myCrew
4538599,Millennium,Housekeeping and Stewart,FALSE,,Community,,,Careers on LiveHire,,OneStarReview,WP,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",Colombo,,1,,0,6/6/2022 13:46,christina@myachts.team,30,,myCrew
4537185,,Housekeeping Attendant,FALSE,Available Now,Community,,,Careers Website,,OneStarReview,,Sri Lanka,APAC,"21.413.249,00","2.825,00","43,70","4,366","3.680,67",,,2,,0,6/6/2022 13:28,christina@myachts.team,60,8,myCrew
4520947,,,FALSE,Open to Offers,Community,,,LinkedIn,,FiveStarReview,Rostov Oblast,Russia,APAC,"145.934.462,00","110.310,00","6,74","5,648","10.126,72",Rostov-on-Don,,2,,0,6/6/2022 13:28,christina@myachts.team,65,34,myCrew
7494314,,,FALSE,,Community,,,LinkedIn,,OneStarReview,GJ,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",,,,,,,,25,,myCrew
7491882,Apollo cruise line,Ast cdp,FALSE,,Community,,,LinkedIn,,FiveStarReview,Kolkata,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",,,,,,,,60,15,myCrew
7461952,The Palace Luxury Resort,Demi chef De Partie,FALSE,,Community,,,LinkedIn,,FourStarReview,Dhaka Division,Bangladesh,APAC,"164.689.383,00","3.306,00","25,40","4,456","1.961,61",Dhaka,,,,,,,50,11,myCrew
7459070,,,FALSE,,Community,,,LinkedIn,,OneStarReview,,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",,,,,,,,50,,myCrew
7456598,First fiddle,Steward,FALSE,,Community,,,LinkedIn,,FiveStarReview,DL,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",New Delhi,,,,,,,40,,myCrew
7453208,Bernhard Schulte Shipmanagement India Pvt Ltd,"Chief Chef, Catering Instructor",FALSE,,Community,,,LinkedIn,,FourStarReview,"Kottayam, Kerala",India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",Pala,686651,,,,,,70,8,myCrew
7452886,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,DL,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",,,,,,,,25,,myCrew
7445863,Eurasian Maritime Corporation,Deckhand,FALSE,Available Now,Community,,,LinkedIn,,TwoStarReview,Calabarzon,Philippines,APAC,"109.581.078,00","33.900,00","114,00","5,631","3.298,83",Los Baños,,,,,,,65,6,myCrew
7443189,KM,,FALSE,Available Now,Community,,,LinkedIn,,FiveStarReview,"lakarsantri, Surabaya, east java",Indonesia,APAC,"273.523.615,00","95.181,00","52,50","5,192","3.869,59",Lidah kulon,,,,,,,60,23,myCrew
7439746,,DP Surveyor,FALSE,,Community,,,LinkedIn,,TwoStarReview,Tamil Nadu,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",Madambakkam,600126,,,,,,45,17,myCrew
7437152,Lodha,Steward,FALSE,Open to Offers,Community,,,Careers Website,,FiveStarReview,MH,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",Mumbai,,,,,,,75,,myCrew
7414392,Four seasons resort,Executive chef,FALSE,,Community,,,mt.linkedin.com,,FourStarReview,Kedah,Malaysia,APAC,"32.365.999,00","9.323,00","28,40","5,339","10.412,35",Langkawi,,,,,,,30,,myCrew
7405419,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",,,,,,,,35,,myCrew
7400162,N/A,Captain,FALSE,Available Now,Community,,,LinkedIn,,FiveStarReview,,Thailand,APAC,"69.799.978,00","7.066,00","13,80","6,008","7.186,87",Hua Hin,,,,,,,75,42,myCrew
7396571,,,FALSE,,Community,,,Careers Website,,OneStarReview,,Australia,APAC,"25.499.884,00","66.530,00","8,66","7,228","51.692,84",,,,,,,,35,,myCrew
7394294,Resorts World Cruises,Master on M/V Genting Dream,FALSE,,Community,,,LinkedIn,,FiveStarReview,จ.ภูเก็ต,Thailand,APAC,"69.799.978,00","7.066,00","13,80","6,008","7.186,87",,,,,,,,30,,myCrew
7389777,,,FALSE,,Community,,,Careers Website,,ThreeStarReview,,Australia,APAC,"25.499.884,00","66.530,00","8,66","7,228","51.692,84",,,,,,,,35,,myCrew
7383467,N/A,Avaikable,FALSE,,Community,,,Job Share Link,,OneStarReview,จ.นครศรีธรรมราช,Thailand,APAC,"69.799.978,00","7.066,00","13,80","6,008","7.186,87",,,,,,,,40,,myCrew
7382534,"HOT'N'COOL RESTAURANT, QATAR",Head chef,FALSE,,Community,,,Careers Website,,TwoStarReview,,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",,,,,,,,30,,myCrew
7376569,Viola Italian restaurant,Demi Chef De Partie,FALSE,Open to Offers,Community,,,LinkedIn,,TwoStarReview,HP,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",Baldwara,,,,,,,60,5,myCrew
7375471,,,FALSE,,Community,,,LinkedIn,,FourStarReview,UT,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",,,,,,,,75,,myCrew
7371256,national catering and food stuff,chef,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Tamil Nadu,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71","Sundarajanpatti, Madurai",104,,,,,,60,6,myCrew
7359688,Sign,,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Thailand,APAC,"69.799.978,00","7.066,00","13,80","6,008","7.186,87",Bangkok,,,,,,,50,6,myCrew
7355054,Palm charter group,AB/deckhand,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,Jogja,Indonesia,APAC,"273.523.615,00","95.181,00","52,50","5,192","3.869,59",Yogyakarta,,,,,,,40,,myCrew
7353318,TOZ HOUSEKEEPINGS SERIVECE PVT LTD,HOUSEKEEPER,FALSE,Available Now,Community,,,LinkedIn,,FourStarReview,HR,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",Gurugram,,,,,,,85,1,myCrew
7350598,Yue fong trading ( singapore),Construction worker,FALSE,,Community,,,Careers Website,,ThreeStarReview,Dhaka Division,Bangladesh,APAC,"164.689.383,00","3.306,00","25,40","4,456","1.961,61",Dhaka,,,,,,,40,,myCrew
7350167,Mirik Darjeeling West,Head Waiter,FALSE,Available Soon,Community,,,LinkedIn,,FiveStarReview,"Darjeeling, West Bengal",India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",Mirik,734214,,,,,,75,3,myCrew
7321055,Crave Bakery,Barista,FALSE,,Community,,,LinkedIn,,TwoStarReview,Bagmati Province,Nepal,APAC,"29.136.808,00","0,00","0,00","4,913","1.155,14",Satdobato,44700,,,,,,60,4,myCrew
7320150,,,FALSE,,Community,,,LinkedIn,,TwoStarReview,TN,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",,,,,,,,25,,myCrew
7315610,Maison De Zaid,Bartender,FALSE,Open to Offers,Community,,,Careers Website,,ThreeStarReview,WB,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",,,,1,,,,65,8,myCrew
7311696,,,FALSE,Available Now,Community,,,Gmail,,FourStarReview,,Pakistan,APAC,"220.892.340,00","2.599,00","3,37","5,653","1.188,86",SWAT,,,,,,,65,,myCrew
7311139,Cioccolat Italiani,service crew / waiter,FALSE,,Community,,,LinkedIn,,ThreeStarReview,West Bengal,India,APAC,"1.380.004.385,00","17.181,00","5,78","4,015","1.927,71",Kolkata,700023,,,,,,50,9,myCrew
